TREEID,TAXA,COMMON_NAME,TAG,TAGID,LIVE_TREE,DBH,THEIGHT,HEIGHT_LIVETOP,HEIGHT_LIVEBASE,CROWNWIDTH1,CROWNWIDTH2,CANOPYMISSING,CROWN_LIGHTEXP,TEAM,TREE_TYPE,DATE_MEASURE,TREE_ID_YR,NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,LAT,LONG,TREE_STATUS,NATIVE_TREE,DBH_HEIGHT,DBHX
12377,Tilia cordata,little-leaved linden,,,Live,,,,,,,,,,Deciduous,,,,laura.grant@ubc.ca,20221120072906,PLAN,20240420000539,49.259995,-123.236942,,0,,
3293,Tilia cordata,little-leaved linden,Y,3408,Live,27,13.3,12.7,0.6,9.7,2.2,40,3,6,Angiosperm,,2022,,PLAN,20190614175810,PLAN,20240420000539,49.264509,-123.249049,,0,1.4,
11143,Tilia cordata,little-leaved linden,Y,4922,Live,76,15.8,15.8,6.7,20,17,10,3,11,Angiosperm,,2021,,,,PLAN,20240420000539,49.263299,-123.258434,,0,1.4,
6598,Tilia cordata,little-leaved linden,Y,3292,Live,42,23.2,23.2,2.4,5.8,12.1,35,3,3,Angiosperm,,2022,,PLAN,20190614175904,PLAN,20240420000539,49.263811,-123.24425,,0,1.4,
6595,Tilia cordata,little-leaved linden,Y,3293,Live,47,25.4,25.4,2.4,7.3,10.8,25,4,3,Angiosperm,,2022,,PLAN,20190614175903,PLAN,20240420000539,49.263787,-123.244232,,0,1.4,
2930,Tilia cordata,little-leaved linden,Y,5939,Live,51,20.71,20.71,2.5,15.8,14,10,3,2,Deciduous,20190301,,,PLAN,20190614175931,PLAN,20240420000539,49.266565,-123.25626,,0,,
2945,Tilia cordata,little-leaved linden,Y,5945,Live,51,16.59,16.59,3.65,12.4,11.5,40,5,2,Deciduous,20190301,,,PLAN,20190614175916,PLAN,20240420000539,49.26661,-123.256115,,0,,
2928,Tilia cordata,little-leaved linden,Y,5946,Live,45,12.45,12.45,1.47,14.1,10,20,3,2,Deciduous,20190301,,,PLAN,20190614175911,PLAN,20240420000539,49.266547,-123.256064,,0,,
2929,Tilia cordata,little-leaved linden,Y,5847,Live,45,19.67,17.68,2.74,18.7,15.27,25,4,3,Deciduous,20190301,,,PLAN,20190614175927,PLAN,20240420000539,49.266458,-123.25599,,0,,
2912,Tilia cordata,little-leaved linden,Y,5948,Live,57,18.16,18.16,2.27,16.8,16.8,15,4,3,Deciduous,20190301,,,PLAN,20190614175927,PLAN,20240420000539,49.266389,-123.255933,,0,,
9104,Tilia cordata,little-leaved linden,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD1,20200106235554,PLAN,20240420000539,49.257969,-123.241967,,0,,
9105,Tilia cordata,little-leaved linden,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD1,20200106235554,PLAN,20240420000539,49.257995,-123.241898,,0,,
4122,Metasequoia glyptostroboides,dawn redwood,N,7888,Live,55,6.66,6.66,3.3,5.04,4.9,5,5,6,,20190301,,,PLAN,20190614175918,PLAN,20240420000539,49.26344,-123.252555,,,,
9773,Styrax obassia ,fragrant snowbell,Y,4982,,,,,,,,,,,,,,,,,PLAN,20240420000539,49.264512,-123.256644,,,,
3969,Magnolia stellata,star magnolia,,,,,,,,,,,,,,,,,PLAN,20190614175830,PLAN,20240420000539,49.261013,-123.251253,,,,
2959,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175902,PLAN,20240420000539,49.268212,-123.256611,,,,
6515,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175850,PLAN,20240420000539,49.263711,-123.246664,,,,
6665,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20240420000539,49.268233,-123.25699,,,,
6691,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175851,PLAN,20240420000539,49.268216,-123.257136,,,,
10604,Fagus sylvatica,beech,Y,4440,Live,43,12.2,12.2,2.2,12.1,10.3,20,3,2,Angiosperm,,2021,,,,PLAN,20240420000539,49.258754,-123.252119,,0,1.4,
12221,Fagus sylvatica,beech,,,Live,,,,,,,,,,Deciduous,,,,laura.grant@ubc.ca,20220901151659,PLAN,20240420000539,49.261766,-123.249912,,0,,
4043,Acer rubrum,red maple,N,,Live,52,20.475,20.475,1.365,17.3,17.4,25,3,7,Angiosperm,20190301,2019,,PLAN,20190614175929,PLAN,20240420000539,49.26173,-123.251302,,0,1.4,
2182,Acer rubrum,red maple,Y,5573,Live,67,22.05,22.05,1.68,16,24.5,35,3,7,Angiosperm,20190301,2019,,PLAN,20190614175925,PLAN,20240420000539,49.26152,-123.251142,,0,1.4,
4049,Acer rubrum,red maple,Y,5575,Live,65,21.185,21.185,1.63,19.6,26.9,45,2,7,Angiosperm,20190301,2019,,PLAN,20190614175919,PLAN,20240420000539,49.261568,-123.250853,,0,1.4,
9122,Acer rubrum,red maple,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD1,20200106233039,PLAN,20240420000539,49.260319,-123.246048,,0,,
4027,Acer rubrum,red maple,N,,Live,46,127.741,127.741,2.15,12.4,11.5,45,5,7,Angiosperm,20190301,2019,,PLAN,20190614175916,PLAN,20240420000539,49.262031,-123.252022,,0,1.4,
5306,Arbutus menziesii,Pacific madrone,,,,,,,,,,,,,,,,,PLAN,20190614175836,PLAN,20240420000539,49.259621,-123.248048,,,,
5166,Arbutus menziesii,Pacific madrone,,,,,,,,,,,,,,,,,PLAN,20190614175811,PLAN,20240420000539,49.259451,-123.248891,,,,
2921,Arbutus menziesii,Pacific madrone,N,,Live,6,7.04,7.04,1.21,6.6,5.45,15,4,3,,20190301,,,PLAN,20190614175929,PLAN,20240420000539,49.266124,-123.254508,,,,
2132,Arbutus menziesii,Pacific madrone,Y,5406,Live,99,15.6,15.6,1.7,13.4,9.1,10,4,8,,20190301,,,PLAN,20190614175911,PLAN,20240420000539,49.260378,-123.250258,,,,
5164,Arbutus menziesii,Pacific madrone,N,,Live,15,7.8,7.8,,4.5,5,15,1,1,Angiosperm,20200301,2020,,PLAN,20190614175811,PLAN,20240420000539,49.259557,-123.248966,,1,1.4,
5165,Arbutus menziesii,Pacific madrone,N,,Live,15,7.2,7.2,,4.3,4.8,15,1,1,Angiosperm,20200301,2020,,PLAN,20190614175811,PLAN,20240420000539,49.259497,-123.248968,,1,1.4,
3854,Arbutus menziesii,Pacific madrone,N,,Live,16,6.2,6.2,1.2,4.2,2.9,40,2,2,Angiosperm,20200301,2020,,PLAN,20190614175907,PLAN,20240420000539,49.261551,-123.249116,,1,1.4,
5244,Arbutus menziesii,Pacific madrone,N,,Live,12,5.9,5.9,,5.4,4.8,15,1,1,Angiosperm,20200301,2020,,PLAN,20190614175833,PLAN,20240420000539,49.259552,-123.248916,,,1.4,
5250,Arbutus menziesii,Pacific madrone,N,,Live,7,3.4,3.4,,3.2,3.2,15,1,1,Angiosperm,20200301,2020,,PLAN,20190614175834,PLAN,20240420000539,49.259443,-123.248966,,1,1.4,
5163,Arbutus menziesii,Pacific madrone,N,,Live,6,3.2,3.2,,3.5,3.6,15,1,1,Angiosperm,20200301,2020,,PLAN,20190614175811,PLAN,20240420000539,49.259555,-123.248932,,,1.4,
5243,Arbutus menziesii,Pacific madrone,N,,Live,11,5.7,5.7,,5.3,4.7,15,1,1,Angiosperm,20200301,2020,,PLAN,20190614175833,PLAN,20240420000539,49.259558,-123.24892,,,1.4,
5245,Arbutus menziesii,Pacific madrone,N,,Live,12,6.9,6.9,,4.6,5.1,15,1,1,Angiosperm,20200301,2020,,PLAN,20190614175833,PLAN,20240420000539,49.259528,-123.248969,,1,1.4,
5249,Arbutus menziesii,Pacific madrone,N,,Live,9,4.6,4.6,,3.5,3.6,15,1,1,Angiosperm,20200301,2020,,PLAN,20190614175833,PLAN,20240420000539,49.25947,-123.248968,,1,1.4,
5241,Arbutus menziesii,Pacific madrone,N,,Live,11,5.7,5.7,,5.2,5,15,1,1,Angiosperm,20200301,2020,,PLAN,20190614175833,PLAN,20240420000539,49.259566,-123.248922,,,1.4,
7577,Acer platanoides,Norway maple,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200207212929,PLAN,20240420000539,49.261512,-123.241194,,0,,
7107,Acer platanoides,Norway maple,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD2,20200207221525,PLAN,20240420000539,49.25909,-123.239064,,0,,
12510,Pinus contorta ,lodgepole pine,N,,,,,,,,,,,,,,,,finnkopf@mail.ubc.ca,20220902232151,PLAN,20240420000539,49.269495,-123.247739,,,,
11788,Acer x freemanii ,Freeman maple,N,,,,,,,,,,,,,,,,finnkopf@mail.ubc.ca,20220830192915,PLAN,20240420000539,49.270546,-123.252819,,,,
11443,Acer x freemanii ,Freeman maple,N,,,,,,,,,,,,,,,,finnkopf@mail.ubc.ca,20220830192915,PLAN,20240420000539,49.270598,-123.252669,,,,
11491,Acer x freemanii,Freeman maple,N,,Live,10,4.8,4.8,0,6.7,4.8,45,0,11,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220830192915,PLAN,20240420000539,49.269794,-123.251273,,0,1.4,
11750,Acer x freemanii,Freeman maple,N,,Live,11,6.6,6.6,2,5.3,5.3,10,2,9,Angiosperm,,2022,,,,PLAN,20240420000539,49.266365,-123.248395,,0,1.4,
12165,Acer x freemanii,Freeman maple,N,,Live,11,6.3,6.3,2.1,5.9,5.9,5,3,9,Angiosperm,,2022,,,,PLAN,20240420000539,49.266392,-123.24831,,0,1.4,
11506,Acer x freemanii,Freeman maple,N,,Live,16,9.4,9.4,1.7,4.7,3,35,3,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.270307,-123.25279,,0,1.4,
11894,Acer x freemanii,Freeman maple,N,,Live,11,8.4,8.4,2.6,2.8,2.7,95,5,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.270123,-123.252633,,0,1.4,
11470,Acer x freemanii,Freeman maple,N,,Live,27,9.1,9.1,1.6,4.5,4,55,3,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.269856,-123.252423,,0,1.4,
12071,Acer x freemanii,Freeman maple,N,,Live,24,11.8,11.8,1.5,6.8,5.6,40,5,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.269711,-123.252304,,0,1.4,
12131,Acer x freemanii,Freeman maple,N,,Live,16,9.3,9.3,1.4,4.9,4.2,40,3,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.269897,-123.252452,,0,1.4,"10,12"
11909,Acer x freemanii,Freeman maple,N,,Live,20,6.4,6.4,1.1,5.5,4.8,25,4,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.270012,-123.252543,,0,1.4,
11937,Acer x freemanii,Freeman maple,N,,Live,19,10.2,10.2,2,4.9,3.4,40,3,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.270244,-123.25274,,0,1.4,
11499,Acer x freemanii,Freeman maple,N,,Live,16,10.6,10.6,1.9,4,3.5,40,3,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.270214,-123.252713,,0,1.4,
12083,Acer x freemanii,Freeman maple,N,,Live,21,9.8,9.8,1.3,5,4,50,3,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.269976,-123.252516,,0,1.4,
12079,Acer x freemanii,Freeman maple,N,,Live,15,9.8,9.8,1.8,4.4,3.4,65,3,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.270427,-123.25289,,0,1.4,
11780,Acer x freemanii,Freeman maple,N,,Live,15,9.3,9.3,2.1,4.3,2.9,55,3,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.270367,-123.252839,,0,1.4,
11497,Acer x freemanii,Freeman maple,N,,Live,14,9,9,1.7,4,2.9,60,3,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.270395,-123.252865,,0,1.4,
11500,Acer x freemanii,Freeman maple,N,,Live,16,10.3,10.3,2.3,2.8,2.1,95,4,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.270151,-123.252663,,0,1.4,
11492,Acer x freemanii,Freeman maple,N,,Live,15,9.2,9.2,0.1,4.4,4.2,45,5,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.270337,-123.252815,,0,1.4,
11599,Acer x freemanii,Freeman maple,N,,Live,18,11.8,11.8,0.7,4.8,3.5,45,4,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.270456,-123.252908,,0,1.4,
12008,Acer x freemanii,Freeman maple,N,,Live,16,10,10,0.1,4.8,3.2,45,4,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.27028,-123.252769,,0,1.4,
2620,Stewartia pseudocamellia,Korean stewartia,N,,Live,10,8.5,8.5,4.2,4,4.9,25,2,1,Angiosperm,,2022,,PLAN,20190614175848,PLAN,20240420000539,49.262181,-123.247375,,0,1.4,
3314,Cedrus atlantica,Atlantic Cedar/Atlas cedar,N,,Live,12,24.6,23.7,0.9,5.9,3.7,10,2,6,Coniferous,,2022,,PLAN,20190614175811,PLAN,20240420000539,49.265085,-123.247483,,0,1.4,
6735,Aesculus hippocastanum,horse-chestnut,,,,,,,,,,,,,,,,,egan.davis@ubc.ca,20190828235725,PLAN,20240420000539,49.265039,-123.246075,,,,
6733,Aesculus hippocastanum,horse-chestnut,,,,,,,,,,,,,,,,,egan.davis@ubc.ca,20190828235736,PLAN,20240420000539,49.26506,-123.246002,,,,
3333,Platanus x hispanica,London plane/London planetree,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20240420000539,49.265213,-123.247964,,,,
4215,Platanus x hispanica,London plane/London planetree,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20240420000539,49.263778,-123.255149,,,,
4216,Platanus x hispanica,London plane/London planetree,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20240420000539,49.263744,-123.255278,,,,
4217,Platanus x hispanica,London plane/London planetree,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20240420000539,49.26369,-123.255415,,,,
4218,Platanus x hispanica,London plane/London planetree,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20240420000539,49.263648,-123.255553,,,,
4220,Platanus x hispanica,London plane/London planetree,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20240420000539,49.263551,-123.255797,,,,
3309,Platanus x hispanica,London plane/London planetree,,,,,,,,,,,,,,,,,PLAN,20190614175811,PLAN,20240420000539,49.265409,-123.247452,,,,
3310,Platanus x hispanica,London plane/London planetree,,,,,,,,,,,,,,,,,PLAN,20190614175811,PLAN,20240420000539,49.265388,-123.2475,,,,
3311,Platanus x hispanica,London plane/London planetree,,,,,,,,,,,,,,,,,PLAN,20190614175811,PLAN,20240420000539,49.265362,-123.247569,,,,
3312,Platanus x hispanica,London plane/London planetree,,,,,,,,,,,,,,,,,PLAN,20190614175811,PLAN,20240420000539,49.265337,-123.247708,,,,
3308,Platanus x hispanica,London plane/London planetree,,,,,,,,,,,,,,,,,PLAN,20190614175811,PLAN,20240420000539,49.265474,-123.247284,,,,
4219,Platanus x hispanica,London plane/London planetree,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20240420000539,49.263593,-123.255688,,,,
2950,Platanus x hispanica,London plane/London planetree,N,,Live,61,10.46,10.46,2.1,24.9,16.8,25,3,2,,20190301,,,PLAN,20190614175930,PLAN,20240420000539,49.267141,-123.25677,,,,
2952,Platanus x hispanica,London plane/London planetree,N,,Live,58,16.86,16.86,3.6,21.6,13.4,35,4,2,,20190301,,,PLAN,20190614175926,PLAN,20240420000539,49.267046,-123.256687,,,,
2951,Platanus x hispanica,London plane/London planetree,N,,Live,52,21.6,21.6,2.6,24.6,10.2,25,3,2,,20190301,,,PLAN,20190614175910,PLAN,20240420000539,49.267096,-123.256733,,,,
4998,Platanus x hispanica,London plane/London planetree,N,,Live,21,11.6,11.6,1.8,7.6,6.4,30,5,5,Angiosperm,20200301,2020,,PLAN,20190614175841,PLAN,20240420000539,49.265194,-123.251268,,0,1.4,21
4995,Platanus x hispanica,London plane/London planetree,N,,Live,21,12.6,12.6,2.1,6.4,4.1,15,3,6,Angiosperm,,2020,Class Tree 2018,PLAN,20190614175841,PLAN,20240420000539,49.265421,-123.251459,,0,1.4,
6554,Platanus x hispanica,London plane/London planetree,N,,Live,41,24.2,24.2,8.2,12.68,11.05,20,1,3,Angiosperm,,2022,,PLAN,20190614175900,PLAN,20240420000539,49.26387,-123.245265,,0,1.4,
3272,Platanus x hispanica,London plane/London planetree,N,,Live,37,15,13.6,1.4,13,3.1,40,3,6,Angiosperm,,2022,,PLAN,20190614175822,PLAN,20240420000539,49.264253,-123.248918,,0,1.4,
6783,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175856,PLAN,20240420000539,49.268795,-123.258397,,,,
6721,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175856,PLAN,20240420000539,49.268845,-123.257936,,,,
6720,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175856,PLAN,20240420000539,49.268818,-123.257948,,,,
6695,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175853,PLAN,20240420000539,49.268508,-123.258425,,,,
6693,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175854,PLAN,20240420000539,49.2685,-123.258294,,,,
6698,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175854,PLAN,20240420000539,49.268519,-123.258249,,,,
4196,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175909,PLAN,20240420000539,49.264463,-123.253204,,,,
6673,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175856,PLAN,20240420000539,49.268849,-123.257716,,,,
2958,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175847,PLAN,20240420000539,49.268164,-123.25657,,,,
5073,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175830,PLAN,20240420000539,49.269206,-123.255848,,,,
4470,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175830,PLAN,20240420000539,49.267928,-123.256749,,,,
5209,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175814,PLAN,20240420000539,49.269056,-123.256695,,,,
5217,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20240420000539,49.269201,-123.256951,,,,
5220,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20240420000539,49.269165,-123.257239,,,,
3053,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175810,PLAN,20240420000539,49.269319,-123.255608,,,,
5223,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20240420000539,49.269235,-123.257192,,,,
5231,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20240420000539,49.269206,-123.257458,,,,
5232,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20240420000539,49.269183,-123.257481,,,,
3051,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175810,PLAN,20240420000539,49.26938,-123.255327,,,,
5224,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20240420000539,49.269267,-123.257192,,,,
5233,Acer palmatum,Japanese maple,,,,,,,,,,,,,,,,,PLAN,20190614175816,PLAN,20240420000539,49.26921,-123.257509,,,,
3858,Acer palmatum,Japanese maple,N,,Live,21,5.8,5.8,3,7.7,7.6,25,2,2,Angiosperm,20200301,2020,,PLAN,20190614175901,PLAN,20240420000539,49.261465,-123.249085,,0,1.4,"9.6,10,9.3,9.5,9.1"
4294,Acer palmatum,Japanese maple,N,,Live,21,5.2,5.2,1.7,6.4,5.6,25,2,7,Angiosperm,20200301,2020,No common name listed nor variety identified ,PLAN,20190614175907,PLAN,20240420000539,49.267252,-123.252886,,0,1.4,"9.87,7.32,13.37,7.32,8.5"
4301,Acer palmatum,Japanese maple,N,,Live,1,2.3,2.3,0.8,1.5,1.5,15,3,7,Angiosperm,20200301,2020,,PLAN,20190614175907,PLAN,20240420000539,49.266842,-123.253413,,0,1.4,
4845,Acer palmatum,Japanese maple,N,,Live,13,5,5,0.6,5.5,5.5,5,3,3,Angiosperm,20200301,2020,,PLAN,20190614175838,PLAN,20240420000539,49.262668,-123.249416,,0,1.4,"8.7,8,6.1"
4833,Acer palmatum,Japanese maple,N,,Live,8,3.8,3.8,2.3,3.5,2.5,15,5,3,Angiosperm,20200301,2020,,PLAN,20190614175838,PLAN,20240420000539,49.263063,-123.248508,,0,1.4,8.2
3076,Liquidambar styraciflua ,sweet gum/Alligator-Wood,N,,Live,26,10.2,10.2,2.4,9.5,9.2,65,4,10,Angiosperm,,2022,,PLAN,20190614175810,PLAN,20240420000539,49.2701,-123.253975,,0,1.4,
3078,Liquidambar styraciflua ,sweet gum/Alligator-Wood,N,,Live,27,8.2,8.2,2.2,8.3,8.2,60,5,10,Angiosperm,,2022,,PLAN,20190614175816,PLAN,20240420000539,49.269966,-123.253873,,0,1.4,
8992,Sequoiadendron giganteum,giant-sequoia,N,,,,,,,,,,,,,,,,GISSTUD1,20200106225424,PLAN,20240420000539,49.264851,-123.244645,,,,
5402,Frangula purshiana,cascara buckthorn,N,,Live,7,4.5,4.5,,3.4,3.5,15,2,1,Angiosperm,,2020,,PLAN,20190614175858,PLAN,20240420000539,49.26041,-123.247794,,0,1.4,
9621,Frangula purshiana,cascara buckthorn,N,,Live,,,,,,,,,,Deciduous,,,,,,PLAN,20240420000539,49.264445,-123.256763,,1,,
4048,Robinia pseudoacacia,black locust,Y,5567,Live,62,20.844,20.844,1.544,12.7,12.6,50,5,7,Angiosperm,20190301,2019,,PLAN,20190614175920,PLAN,20240420000539,49.261771,-123.250874,,0,1.4,
10416,Abies procera,noble fir,N,,Live,31,12.4,12,0,8.9,5.6,40,4,7,Coniferous,,2021,,,,PLAN,20240420000539,49.262415,-123.257775,,0,1.4,
9407,Carpinus betulus,European hornbeam,,,Live,,,,,,,,,,Deciduous,,,,GISSTUD1,20200106234945,PLAN,20240420000539,49.261267,-123.241639,,0,,
10988,Hamamelis virginiana,witch-hazel,N,,Live,7,2.6,2.6,0,7.6,7,10,3,1,Angiosperm,,2021,,,,PLAN,20240420000539,49.25826,-123.252039,,0,1.4,"4.1,1.2,3.4,4.5"
3329,Eriobotrya japonica,loquat,,,,,,,,,,,,,,,,,PLAN,20190614175906,PLAN,20240420000539,49.265316,-123.247823,,,,
12577,Acer negundo,Manitoba maple,,,Live,,,,,,,,,,Deciduous,,,,laura.grant@ubc.ca,20220920190815,PLAN,20240420000539,49.265143,-123.258821,,0,,
9712,Pinus nigra ,black pine,Y,9218,,,,,,,,,,,,,,,,,PLAN,20240420000539,49.264854,-123.258602,,,,
9713,Pinus nigra ,black pine,Y,9219,,,,,,,,,,,,,,,,,PLAN,20240420000539,49.264874,-123.258536,,,,
12542,Arbutus menziesii,Pacific madrone,,,Live,,,,,,,,,,Evergreen,,,,laura.grant@ubc.ca,20220906210233,PLAN,20240420000539,49.264678,-123.251669,,1,,
9875,Tsuga heterophylla ,western hemlock,Y,10996,,,,,,,,,,,,,,,,,PLAN,20240420000539,49.260124,-123.254465,,,,
9582,Tsuga heterophylla,western hemlock,Y,6748,,,,,,,,,,,,,,,,,PLAN,20240420000539,49.267282,-123.259706,,,,
9585,Tsuga heterophylla ,western hemlock,Y,6764,,,,,,,,,,,,,,,,,PLAN,20240420000539,49.26718,-123.259608,,,,
9590,Tsuga heterophylla ,western hemlock,Y,6766,,,,,,,,,,,,,,,,,PLAN,20240420000539,49.267086,-123.259544,,,,
9650,Tsuga heterophylla,western hemlock,Y,8169,,,,,,,,,,,,,,,,,PLAN,20240420000539,49.267729,-123.258545,,,,
10477,Tsuga heterophylla,western hemlock,N,,Live,57,27.8,27.8,1.4,10.3,9.75,25,4,7,Coniferous,,2021,,,,PLAN,20240420000539,49.262166,-123.258413,,1,1.4,
9873,Tsuga heterophylla ,western hemlock,Y,10994,Live,28,19,19,3.7,9.1,7.1,70,2,5,Coniferous,,2021,,,,PLAN,20240420000539,49.260119,-123.254365,,1,1.4,
10119,Tsuga heterophylla ,western hemlock,Y,10996,Live,89,40.4,40.4,6.9,9,9.3,85,2,5,Coniferous,,2021,,,,PLAN,20240420000539,49.260124,-123.254465,,1,1.4,
9976,Tsuga heterophylla ,western hemlock,Y,10988,Live,77,35.4,35.4,12.7,7.4,9.2,90,5,5,Coniferous,,2021,,,,PLAN,20240420000539,49.260257,-123.25414,,1,1.4,
9871,Tsuga heterophylla ,western hemlock,Y,10992,Live,93,38,38,6.5,9.7,7.3,80,3,5,Coniferous,,2021,,,,PLAN,20240420000539,49.26017,-123.254273,,1,1.4,
10501,Tsuga heterophylla ,western hemlock,N,,Dead,50,29.6,29.6,4.7,4.2,3.8,35,2,5,Coniferous,,2021,,,,PLAN,20240420000539,49.260086,-123.255771,,1,1.4,
11629,Acer x freemanii,Freeman maple,N,,Live,27,9.2,9.2,1.6,4.3,4.2,65,3,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.269824,-123.252395,,0,1.4,
12020,Acer x freemanii,Freeman maple,N,,Live,17,10.4,10.4,2.1,5.1,4.1,45,4,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.270186,-123.252689,,0,1.4,
11942,Acer x freemanii,Freeman maple,N,,Live,9,6.4,6.3,1.2,0,0,100,5,10,Angiosperm,,2022,This tree has the highest canopy missing percentage in the area. ,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.270056,-123.252585,,0,1.4,
12077,Acer x freemanii,Freeman maple,N,,Live,20,11.8,11.8,1.6,4.5,3.9,85,5,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.269761,-123.252347,,0,1.4,
12126,Acer x freemanii,Freeman maple,N,,Live,22,10,10,1.3,4.8,4.3,45,3,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.269929,-123.252483,,0,1.4,
11981,Acer x freemanii,Freeman maple,N,,Live,27,10.6,10.6,1.2,4.3,4,70,3,10,Angiosperm,,2022,,finnkopf@mail.ubc.ca,20220819195616,PLAN,20240420000539,49.269786,-123.252365,,0,1.4,
11558,Acer x freemanii,Freeman maple,N,,Live,11,7.4,7.4,2.1,6.5,6.1,10,3,9,Angiosperm,,2022,,,,PLAN,20240420000539,49.266335,-123.248478,,0,1.4,
11997,Acer x freemanii ,Freeman maple,N,,,,,,,,,,,,,,,,finnkopf@mail.ubc.ca,20220830192915,PLAN,20240420000539,49.270571,-123.252739,,,,
11689,Acer x freemanii ,Freeman maple,N,,Live,,,,,,,,,,Deciduous,,,,finnkopf@mail.ubc.ca,20220830192915,PLAN,20240420000539,49.270671,-123.252457,,0,,
