ADD_UID,UNIT_DESIGNATOR,UNIT_NUMBER_PREFIX,UNIT_NUMBER,UNIT_NUMBER_SUFFIX,SITE_NAME,SUPER_FULL_SITE_DESCRIPTOR,CIVIC_NUMBER,CIVIC_NUMBER_SUFFIX,STREET_NAME,STREET_TYPE,IS_STREET_TYPE_PREFIX,STREET_DIRECTION,IS_STREET_DIRECTION_PREFIX,LOCALITY,LOCALITY_DESCRIPTOR,POSTAL_CODE,PROVINCE_CODE,STATUS,IS_OFFICIAL_ADDRESS,IS_PRIMARY,BLDG_UID,ADDRESS_DESCRIPTOR,SITE_POINT_DESCRIPTOR,FOOTPRINT_DESCRIPTOR,FOOTPRINT_ID,IS_NON_CIVIC_ADDRESS,NARRITIVE_LOCATION,IS_MAILING_ADDRESS,MAIL_PROVIDER,IS_ANNUNCIATOR,NUM_OF_UNITS,NEIGHBOURHOOD,ADDRESS_NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,PARENT_UID,FULL_ADDRESS,LAT,LONG
VAD11051,,,,,Eton - Apartments,Eton,5687,,Gray,Avenue,0,,0,Vancouver,Municipality,V6S 0K7,BC,Current,1,1,VBL10136,NeighbourhoodBldg,FrontDoor,Building,VBL10136,0,,1,CanadaPost,1,80,Wesbrook Place,,,,RACHELW,20200929184950,,5687 Gray Avenue,-123.231247,49.253124
VAD11061,,,,,Eton - Highrise,Eton,3487,,Binning,Road,0,,0,Vancouver,Municipality,V6S 0K8,BC,Current,1,1,VBL10135,NeighbourhoodBldg,FrontDoor,Building,VBL10135,0,,1,CanadaPost,,192,Wesbrook Place,,,,RACHELW,20200929184952,,3487 Binning Road,-123.230361,49.253455
VAD11062,Building,,1,,Eton - Townhouses,Eton,5687,,Gray,Avenue,0,,0,Vancouver,Municipality,V6S 0K7,BC,Current,1,1,VBL10244,NeighbourhoodBldg,Rooftop,Building,VBL10244,0,,0,,,7,Wesbrook Place,,,,RACHELW,20200929184955,VAD11051,"5687 Gray Avenue, Building 1",-123.231137,49.253665
VAD11077,,,,,The Residences at Nobel Park - Highrise,,3533,,Ross,Drive,0,,0,Vancouver,Municipality,V6S 0L3,BC,Current,1,1,VBL10353,NeighbourhoodBldg,FrontDoor,Building,VBL10353,0,,1,CanadaPost,,146,Wesbrook Place,,,,RACHELW,20200929184643,,3533 Ross Drive,-123.235299,49.250845
VAD11078,,,,,The Residences at Nobel Park - Apartment,,3563,,Ross,Drive,0,,0,Vancouver,Municipality,V6S 0L3,BC,Current,1,0,VBL10353,NeighbourhoodBldg,FrontDoor,IndoorArea,,0,,1,CanadaPost,,95,Wesbrook Place,,,,RACHELW,20200929184645,,3563 Ross Drive,-123.234875,49.250894
VAD11079,,,,,The Residences at Nobel Park - Townhouses,,3483,,Ross,Drive,0,,0,Vancouver,Municipality,V6S 0L3,BC,Current,1,1,VBL10352,NeighbourhoodBldg,Rooftop,Building,VBL10352,0,,1,CanadaPost,,26,Wesbrook Place,,,,RACHELW,20200929184653,,3483 Ross Drive,-123.23627,49.251014
VAD11115,Unit,,103,,Focal - Retail,Focal,6111,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 0C7,BC,Current,1,0,VBL10232,Commercial,FrontDoor,IndoorArea,,0,,1,CanadaPost,,0,University Blvd,,,,RACHELW,20200929190824,VAD11129,"6111 University Boulevard, Unit 103",-123.248478,49.266082
VAD11116,Unit,,106,,Focal - Retail,Focal,6111,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 0C7,BC,Current,1,0,VBL10232,Commercial,FrontDoor,IndoorArea,,0,,1,CanadaPost,,0,University Blvd,,,,RACHELW,20200929190820,VAD11129,"6111 University Boulevard, Unit 106",-123.24812,49.266256
VAD11119,Unit,,101,,Focal - Retail,Focal,6111,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 0C7,BC,Current,1,0,VBL10232,Commercial,FrontDoor,IndoorArea,,0,,1,CanadaPost,,0,University Blvd,,,,RACHELW,20200929190818,VAD11129,"6111 University Boulevard, Unit 101",-123.248258,49.266109
VAD11127,Unit,,102,,Focal - Retail,Focal,6111,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 0C7,BC,Current,1,0,VBL10232,Commercial,FrontDoor,IndoorArea,,0,,1,CanadaPost,,0,University Blvd,,,,RACHELW,20200929190817,VAD11129,"6111 University Boulevard, Unit 102",-123.248392,49.266093
VAD11129,,,,,Focal,,6111,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 0C7,BC,Current,1,1,VBL10232,NeighbourhoodBldg,FrontDoor,Building,VBL10232,0,,1,CanadaPost,1,90,University Blvd,,,,RACHELW,20200929190815,,6111 University Boulevard,-123.24817,49.266121
VAD11193,Unit,,105,,Focal - Retail,Focal,6111,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 0C7,BC,Current,1,0,VBL10232,Commercial,FrontDoor,IndoorArea,,0,,1,CanadaPost,,,University Blvd,,carmen.rida@ubc.ca,20200310180123,RACHELW,20200929190833,VAD11129,"6111 University Boulevard, Unit 105",-123.248271,49.266295
VAD11192,Unit,,104,,Focal - Retail,Focal,6111,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 0C7,BC,Current,1,0,VBL10232,Commercial,FrontDoor,IndoorArea,,0,,1,CanadaPost,,,University Blvd,,carmen.rida@ubc.ca,20200310180317,RACHELW,20200929190853,VAD11129,"6111 University Boulevard, Unit 104",-123.248383,49.266304
VAD10145,,,,,Robert F. Osborne Centre,,6108,,Thunderbird,Boulevard,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Current,1,0,VBL10251,Complex,FrontDoor,Complex,,0,,1,CampusMail,1,0,Academic,,,,RACHELW,20201027202423,,6108 Thunderbird Boulevard,-123.243991,49.260199
VAD10097,,,,,Old Administration Building,,6328,,Memorial,Road,0,,0,Vancouver,Municipality,V6T 1Z2,BC,Current,1,1,VBL10138,CampusBuilding,FrontDoor,Building,VBL10138,0,,1,CampusMail,1,0,Academic,,,,RACHELW,20201027202133,,6328 Memorial Road,-123.255529,49.267252
VAD10012,,,,,Hebb Building,,2045,,East,Mall,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Current,1,1,VBL10047,CampusBuilding,FrontDoor,Building,VBL10047,0,,1,CampusMail,0,0,Academic,,,,RACHELW,20201027202138,,2045 East Mall,-123.251824,49.26617
VAD10099,,,,,Old Auditorium,,6344,,Memorial,Road,0,,0,Vancouver,Municipality,V6T 1Z2,BC,Current,1,1,VBL10335,CampusBuilding,FrontDoor,Building,VBL10335,0,,1,CampusMail,1,0,Academic,,,,RACHELW,20201027202225,,6344 Memorial Road,-123.255824,49.266996
VAD10100,,,,,Old Barn Community Centre,,6308,,Thunderbird,Boulevard,0,,0,Vancouver,Municipality,V6T 1Z4,BC,Current,1,1,VBL10157,NeighbourhoodBldg,FrontDoor,Building,VBL10157,0,,1,CanadaPost,,0,Hawthorn,,,,RACHELW,20200929193133,,6308 Thunderbird Boulevard,-123.248274,49.259014
VAD10134,,,,,MBA House,,3385,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 1Z4,BC,Current,1,1,VBL10403,CampusBuilding,FrontDoor,Building,VBL10403,0,,1,CanadaPost,,81,Wesbrook Place,,,,RACHELW,20200929192647,,3385 Wesbrook Mall,-123.235018,49.253948
VAD10223,,,,,Gerald McGavin Building,,2386,,East,Mall,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Current,1,1,VBL10043,OtherBuilding,FrontDoor,Building,VBL10043,0,,1,CampusMail,,0,Academic,,,,RACHELW,20200929193315,,2386 East Mall,-123.246826,49.261635
VAD10226,,,,,Granite Terrace 2 - Offices,,5923,,Berton,Avenue,0,,0,Vancouver,Municipality,V6S 0B3,BC,Current,1,1,VBL10414,NeighbourhoodBldg,FrontDoor,Building,VBL10414,0,,1,CanadaPost,,0,Wesbrook Place,,,,RACHELW,20200929192622,,5923 Berton Avenue,-123.236255,49.255076
VAD10318,,,,,UBC Exchange,,1985,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 2C9,BC,Current,1,1,VBL10354,OtherBuilding,ServiceAccess,OutdoorArea,VBL10354,0,,0,CampusMail,0,0,Academic,Fire Emergency Access,Esri_Anonymous,20190202020316,RACHELW,20200929194407,,1985 Wesbrook Mall,-123.247613,49.2689
VAD10552,,,,,Coast - Cityhome,Coast West ,6094,,Chancellor,Mews,0,,0,Vancouver,Municipality,V6T 2J5,BC,Current,1,0,VBL10297,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Chancellor Place,,,,RACHELW,20200929192802,VAD10381,6094 Chancellor Mews,-123.253423,49.270898
VAD10706,,,,,Chapel of the Epiphany,,6030,,Chancellor,Boulevard,0,,0,Vancouver,Municipality,V6T 1X3,BC,Current,1,1,VBL10392,OtherBuilding,FrontDoor,Building,VBL10392,0,,1,CanadaPost,,0,Chancellor Place,,,,RACHELW,20200929192544,,6030 Chancellor Boulevard,-123.252295,49.271429
VAD10741,,,,,TRIUMF,,4004,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 2A3,BC,Current,1,1,VBL10132,Complex,FrontDoor,Building,VBL10132,0,,1,CampusMail,1,0,Academic,,,,RACHELW,20200929193946,,4004 Wesbrook Mall,-123.230881,49.247585
VAD10774,,,,,Wesbrook Professional Centre,,3313,,Shrum,Lane,0,,0,Vancouver,Municipality,V6S 0C8,BC,Current,1,1,VBL10166,NeighbourhoodBldg,FrontDoor,Building,VBL10166,0,,1,CanadaPost,,0,Wesbrook Place,,,,RACHELW,20200929192853,,3313 Shrum Lane,-123.236414,49.254385
VAD10781,,,,,Wesbrook Community Centre,,3335,,Webber,Lane,0,,0,Vancouver,Municipality,V6S 0H3,BC,Current,1,1,VBL10168,NeighbourhoodBldg,FrontDoor,Building,VBL10168,0,,1,CanadaPost,,0,Wesbrook Place,,,,RACHELW,20200929192625,,3335 Webber Lane,-123.237267,49.254053
VAD10826,,,,,Carey Centre,,5920,,Iona,Drive,0,,0,Vancouver,Municipality,V6T 1J6,BC,Current,1,1,VBL10257,OtherBuilding,FrontDoor,Building,VBL10332,0,,1,CanadaPost,,14,Chancellor Place,,,,RACHELW,20200929192546,,5920 Iona Drive,-123.249012,49.271434
VAD10828,,,,,Carey Hall (Carey Theological College),,1815,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 1J6,BC,Current,1,1,VBL10208,OtherBuilding,FrontDoor,Building,VBL10208,0,,1,CanadaPost,,0,Chancellor Place,,,,RACHELW,20200929192548,,1815 Wesbrook Mall,-123.248494,49.271734
VAD10860,,,,,Forest Sciences Centre - CAWP,Forest Sciences Centre,6247,,Sopron,Lane,0,,0,Vancouver,Municipality,V6T 1Z4,BC,Current,1,0,VBL10119,Occupant,EmergencyAccess,,,0,,0,CampusMail,1,0,Academic,,,,RACHELW,20200929194252,VAD10276,6247 Sopron Lane,-123.247429,49.260478
VAD11034,,,,,Donald Rix Building,,2389,,Health Sciences,Mall,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Current,1,1,VBL10129,OtherBuilding,FrontDoor,Building,VBL10129,0,,1,CampusMail,1,0,Academic,,,,RACHELW,20200929193317,,2389 Health Sciences Mall,-123.246379,49.2622
VAD11105,,,,,UBC Farm,,3461,,Ross,Drive,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,0,VBL10014,Complex,FrontGate,Complex,,0,,1,CampusMail,0,,Academic,,,,RACHELW,20200929192917,,3461 Ross Drive,-123.237387,49.250729
VAD11114,,,,,Vancouver School of Theology (VST),,6015,,Walter Gage,Road,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Current,1,1,VBL10302,OtherBuilding,FrontDoor,Building,VBL10302,0,,1,CanadaPost,,0,Chancellor Place,,,,RACHELW,20200929192552,,6015 Walter Gage Road,-123.251196,49.270292
VAD11063,,,,,Exchange Residence,,5960,,Student Union,Boulevard,0,,0,Vancouver,Municipality,V6T 2C9,BC,Current,1,1,VBL10370,CampusBuilding,FrontDoor,Building,VBL10370,0,,1,CampusMail,,353,Academic,West Entrance & Deliveries,,,carmen.rida@ubc.ca,20200817181604,,5960 Student Union Boulevard,-123.248494,49.268851
VAD10524,Building,,6,,Green College - A South,Green College,6201,,Cecil Green Park,Road,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Current,1,1,VBL10415,CampusBuilding,FrontDoor,Building,VBL10173,0,,0,,0,,Academic,,,,RACHELW,20200618184803,VAD10127,"6201 Cecil Green Park Road, Building 6",-123.255535,49.27081
VAD10529,Building,,7,,Green College - B East,Green College,6201,,Cecil Green Park,Road,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Current,1,1,VBL10174,CampusBuilding,FrontDoor,Building,VBL10174,0,,0,,0,,Academic,,,,RACHELW,20200618184803,VAD10127,"6201 Cecil Green Park Road, Building 7",-123.256387,49.270877
VAD10536,House,,4,,Totem Park Residence - Haida House,Totem Park Residence - Totem 6 -- Totem Park Residence,2525,,West,Mall,0,,0,Vancouver,Municipality,V6T 1W9,BC,Current,1,0,VBL10002,IndoorArea,FrontDoor,IndoorArea,,0,,0,,,,Academic,,,,RACHELW,20200618184803,VAD10443,"2525 West Mall, House 4",-123.252623,49.257357
VAD10537,House,,3,,Totem Park Residence - Salish House,Totem Park Residence - Totem 6 -- Totem Park Residence,2525,,West,Mall,0,,0,Vancouver,Municipality,V6T 1W9,BC,Current,1,0,VBL10002,IndoorArea,FrontDoor,IndoorArea,,0,,0,,1,,Academic,,,,RACHELW,20200618184803,VAD10443,"2525 West Mall, House 3",-123.252633,49.25755
VAD10539,Building,,4,,Totem Park Residence - q̓ələχən House,Totem Park Residence,2525,,West,Mall,0,,0,Vancouver,Municipality,V6T 1W9,BC,Current,1,1,VBL10016,CampusBuilding,FrontDoor,Building,TOTM04,0,,0,,1,,Academic,,,,RACHELW,20200618184803,VAD10602,"2525 West Mall, Building 4",-123.251334,49.259086
VAD10540,Building,,5,,Totem Park Residence - həm̓ləsəm̓ House 5,Totem Park Residence,2525,,West,Mall,0,,0,Vancouver,Municipality,V6T 1W9,BC,Current,1,1,VBL10128,CampusBuilding,FrontDoor,Building,VBL10128,0,,0,,,,Academic,,,,RACHELW,20200618184803,VAD10602,"2525 West Mall, Building 5",-123.251227,49.25894
VAD10542,Building,,7,,Totem Park Residence - c̓əsnaʔəm House 7,Totem Park Residence,2525,,West,Mall,0,,0,Vancouver,Municipality,V6T 1W9,BC,Current,1,1,VBL10105,CampusBuilding,FrontDoor,Building,VBL10105,0,,0,,1,,Academic,,,,RACHELW,20200618184803,VAD10602,"2525 West Mall, Building 7",-123.25139,49.256907
VAD10543,Building,,2,,Totem Park Residence - Totem 2,Totem Park Residence,2525,,West,Mall,0,,0,Vancouver,Municipality,V6T 1W9,BC,Current,1,1,VBL10126,CampusBuilding,Rooftop,Building,VBL10126,0,,0,,0,,Academic,,,,RACHELW,20200618184803,VAD10602,"2525 West Mall, Building 2",-123.253217,49.258694
VAD10586,House,,5,,Totem Park Residence - Dene House,Totem Park Residence - Totem 2 -- Totem Park Residence,2525,,West,Mall,0,,0,Vancouver,Municipality,V6T 1W9,BC,Current,1,0,VBL10126,IndoorArea,FrontDoor,IndoorArea,,0,,0,,1,,Academic,,,,RACHELW,20200618184803,VAD10543,"2525 West Mall, House 5",-123.253234,49.258793
VAD10596,Building,,1,,Green College - Guest House,Green College,6201,,Cecil Green Park,Road,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Current,1,1,VBL10180,CampusBuilding,FrontDoor,Building,VBL10180,0,,0,,0,,Academic,,,,RACHELW,20200618184803,VAD10127,"6201 Cecil Green Park Road, Building 1",-123.256475,49.270883
VAD10597,House,,1,,Totem Park Residence - Kwakiutl House,Totem Park Residence - Totem 3 -- Totem Park Residence,2525,,West,Mall,0,,0,Vancouver,Municipality,V6T 1W9,BC,Current,1,0,VBL10127,IndoorArea,FrontDoor,IndoorArea,,0,,0,,1,,Academic,,,,RACHELW,20200618184803,VAD10446,"2525 West Mall, House 1",-123.252184,49.259341
VAD10598,House,,2,,Totem Park Residence - Shuswap House,Totem Park Residence - Totem 3 -- Totem Park Residence,2525,,West,Mall,0,,0,Vancouver,Municipality,V6T 1W9,BC,Current,1,0,VBL10127,IndoorArea,FrontDoor,IndoorArea,,0,,0,,0,,Academic,,,,RACHELW,20200618184803,VAD10446,"2525 West Mall, House 2",-123.252476,49.259335
VAD11179,,,,,Walter H. Gage Residence - Temporary Front Desk,Walter H. Gage Residence,6002,,Walter Gage,Road,0,,0,Vancouver,Municipality,V6T 1K2,BC,Temporary,1,0,VBL10263,Complex,FrontGate,Complex,VBC10018,0,,1,CampusMail,,,Academic,Address during Pacific Residence construction,NIKT,20200124181947,carmen.rida@ubc.ca,20200822005551,,6002 Walter Gage Road,-123.249901,49.270101
VAD10450,Building,,3,,Pacific Residence - Herring House,Pacific Residence,5955,,Student Union,Boulevard,0,,0,Vancouver,Municipality,V6T 1K2,BC,Pending,1,1,VBL10383,CampusBuilding,FrontDoor,Building,VBL10383,0,,1,CampusMail,,,Academic,,,,RACHELW,20200911165355,VAD10105,"5955 Student Union Boulevard, Building 3",-123.247741,49.269368
VAD10217,Building,,5,,Pacific Residence - Octopus House,Pacific Residence,5955,,Student Union,Boulevard,0,,0,Vancouver,Municipality,V6T 1K2,BC,Pending,1,1,VBL10382,CampusBuilding,FrontDoor,Building,VBL10382,0,,1,CampusMail,,,Academic,,,,RACHELW,20200911165356,VAD10105,"5955 Student Union Boulevard, Building 5",-123.248056,49.270587
VAD10215,Building,,2,,Pacific Residence - Orca House,Pacific Residence,5955,,Student Union,Boulevard,0,,0,Vancouver,Municipality,V6T 1K2,BC,Pending,1,1,VBL10378,CampusBuilding,FrontDoor,Building,VBL10378,0,,1,CampusMail,,,Academic,,,,RACHELW,20200911165356,VAD10105,"5955 Student Union Boulevard, Building 2",-123.248605,49.269102
VAD10218,,,,,Pacific Residence - Parking,Pacific Residence,5970,,Walter Gage,Road,0,,0,Vancouver,Municipality,V6T 1K2,BC,Pending,1,0,VBL10382,CampusBuilding,ServiceAccess,Building,VBL10382,0,,1,CampusMail,,,Academic,,RACHELW,20200618215559,RACHELW,20200911165357,VAD10105,5970 Walter Gage Road,-123.248567,49.270568
VAD10214,Building,,4,,Pacific Residence - Sea Otter House,Pacific Residence,5955,,Student Union,Boulevard,0,,0,Vancouver,Municipality,V6T 1K2,BC,Pending,1,1,VBL10384,CampusBuilding,FrontDoor,Building,VBL10384,0,,1,CampusMail,,,Academic,,,,RACHELW,20200911165358,VAD10105,"5955 Student Union Boulevard, Building 4",-123.24807,49.270099
VAD10216,Building,,1,,Pacific Residence - Sturgeon House,Pacific Residence,5965,,Student Union,Boulevard,0,,0,Vancouver,Municipality,V6T 1K2,BC,Pending,1,1,VBL10381,CampusBuilding,FrontDoor,Building,VBL10381,0,,1,CampusMail,,,Academic,,,,RACHELW,20200911165359,VAD10105,5985 Student Union Boulevard,-123.249295,49.268859
VAD11194,,,,,Pump House,,6355,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 1Z2,BC,Pending,1,1,VBL10420,CampusBuilding,FrontDoor,Building,VBL10420,0,,1,CampusMail,,,Academic,,carmen.rida@ubc.ca,20200310000149,RACHELW,20200911165714,,6355 University Boulevard,-123.254229,49.264664
VAD11183,,,,,Brock Commons North,Brock Commons Residence,6177,,Walter Gage,Road,0,,0,Vancouver,Municipality,V6T 1K2,BC,Pending,1,1,VBL10423,CampusBuilding,Rooftop,Building,VBL10423,0,,1,CampusMail,,,Academic,,NIKT,20200122225851,RACHELW,20200911165735,VAD11187,6177 Walter Gage Road,-123.252659,49.269365
VAD11180,,,,,Brock Commons South,Brock Commons Residence,6180,,Walter Gage,Road,0,,0,Vancouver,Municipality,V6T 1K2,BC,Pending,1,1,VBL10424,CampusBuilding,FrontDoor,Building,VBL10424,0,,1,CampusMail,,,Academic,,NIKT,20200122225851,RACHELW,20200911165736,VAD11187,6180 Walter Gage Road,-123.252661,49.2691
VAD11181,,,,,Brock Commons South - House,Brock Commons Residence,6122,,Walter Gage,Road,0,,0,Vancouver,Municipality,V6T 1K2,BC,Pending,1,0,VBL10424,Residential,FrontDoor,IndoorArea,VBL10424,0,,1,CampusMail,,,Academic,,NIKT,20200122225851,RACHELW,20200911165737,VAD11187,6122 Walter Gage Road,-123.251977,49.269322
VAD10599,House,,6,,Totem Park Residence - Nootka House,Totem Park Residence - Totem 2 -- Totem Park Residence,2525,,West,Mall,0,,0,Vancouver,Municipality,V6T 1W9,BC,Current,1,0,VBL10126,IndoorArea,FrontDoor,IndoorArea,,0,,0,,,,Academic,,,,RACHELW,20200618184803,VAD10543,"2525 West Mall, House 6",-123.253223,49.2586
VAD10634,Building,,1,,Academy - Townhouses,Academy,5728,,Berton,Avenue,0,,0,Vancouver,Municipality,V6S 0E5,BC,Current,1,1,VBL10199,NeighbourhoodBldg,Rooftop,Building,VBL10199,0,,0,,,,Wesbrook Place,,,,RACHELW,20200618184803,VAD10553,"5728 Berton Avenue, Building 1",-123.232661,49.255148
VAD10775,Building,,1,,West Hampstead - Blocks 1-11,West Hampstead,5760,,Hampton,Place,0,,0,Vancouver,Municipality,V6T 2G1,BC,Current,1,1,VBL10398,NeighbourhoodBldg,FrontDoor,Building,VBL10398,0,,0,,,,Hampton Place,,,,RACHELW,20200618184803,VAD10585,"5760 Hampton Place, Building 1",-123.235183,49.258021
VAD10818,Building,,1,,Binning Tower - Townhouses,Binning Tower,3355,,Binning,Road,0,,0,Vancouver,Municipality,V6S 0J1,BC,Current,1,0,VBL10299,NeighbourhoodBldg,FrontDoor,Building,VBL10299,0,,0,,,,Wesbrook Place,,,,RACHELW,20200618184803,VAD10817,"3355 Binning Road, Building 1",-123.231033,49.25516
VAD10839,Building,,1,,Brock Commons - Tallwood House,Brock Commons Residence,6088,,Walter Gage,Road,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Current,1,1,VBL10212,CampusBuilding,FrontDoor,Building,VBL10212,0,,0,,,306,Academic,,,,RACHELW,20200618184803,VAD11187,"6088 Walter Gage Road, Building 1",-123.251468,49.269543
VAD11045,Building,,2,,Environmental Services Facility - Incinerator,Environmental Services Facility,6025,,Nurseries,Road,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,1,VBL10402,CampusBuilding,FrontDoor,Building,VBL10402,0,,0,,1,0,Academic,,,,RACHELW,20200618184803,VAD10126,"6025 Nurseries Road, Building 2",-123.229115,49.243663
VAD11046,Building,,5,,Environmental Services Facility - Lab,Environmental Services Facility,6025,,Nurseries,Road,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,1,VBL10401,CampusBuilding,FrontDoor,Building,VBL10401,0,,0,,0,0,Academic,,,,RACHELW,20200618184803,VAD10126,"6025 Nurseries Road, Building 5",-123.228585,49.243332
VAD11047,Building,,1,,Environmental Services Facility - Office,Environmental Services Facility,6025,,Nurseries,Road,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,1,VBL10400,CampusBuilding,Rooftop,Building,VBL10400,0,,0,,0,0,Academic,,,,RACHELW,20200618184803,VAD10126,"6025 Nurseries Road, Building 1",-123.228956,49.243459
VAD11048,Building,,4,,Environmental Services Facility - PCB Equipment Storage,Environmental Services Facility,6025,,Nurseries,Road,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,1,VBL10406,CampusBuilding,Rooftop,Building,VBL10406,0,,0,,0,0,Academic,,,,RACHELW,20200618184803,VAD10126,"6025 Nurseries Road, Building 4",-123.228044,49.24336
VAD11049,Building,,6,,Environmental Services Facility - Waste Processing and Storage,Environmental Services Facility,6025,,Nurseries,Road,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,1,VBL10019,CampusBuilding,FrontDoor,Building,VBL10019,0,,0,,0,0,Academic,,,,RACHELW,20200618184803,VAD10126,"6025 Nurseries Road, Building 6",-123.228766,49.243454
VAD11082,Building,,1,,The Wesbrook - Townhouses,The Wesbrook,5838,,Berton,Avenue,0,,0,Vancouver,Municipality,V6S 0A5,BC,Current,1,1,VBL10076,NeighbourhoodBldg,Rooftop,Building,VBL10076,0,,0,,,,Wesbrook Place,,,,RACHELW,20200618184803,VAD10584,"5838 Berton Avenue, Building 1",-123.23391,49.254776
VAD11084,Building,,1,,Thunderbird Residence - 1,Thunderbird Residence ,6335,,Thunderbird,Crescent,0,,0,Vancouver,Municipality,V6T 2G9,BC,Current,1,1,VBL10122,CampusBuilding,Rooftop,Building,VBL10122,0,,0,,1,,Academic,,,,RACHELW,20200618184803,VAD10601,"6335 Thunderbird Crescent, Building 1",-123.251217,49.259668
VAD11085,Building,,2,,Thunderbird Residence - 2,Thunderbird Residence ,6335,,Thunderbird,Crescent,0,,0,Vancouver,Municipality,V6T 1Z4,BC,Current,1,1,VBL10121,CampusBuilding,Rooftop,Building,VBL10121,0,,0,,1,0,Academic,,,,RACHELW,20200618184803,VAD10601,"6335 Thunderbird Crescent, Building 2",-123.250457,49.258771
VAD11087,Building,,4,,Thunderbird Residence - 4,Thunderbird Residence ,6335,,Thunderbird,Crescent,0,,0,Vancouver,Municipality,V6T 2G9,BC,Current,1,1,VBL10098,CampusBuilding,Rooftop,Building,VBL10098,0,,0,,1,,Academic,,RACHELW,20190405190042,RACHELW,20200618184803,VAD10601,"6335 Thunderbird Crescent, Building 4",-123.247626,49.259762
VAD11088,Building,,5,,Thunderbird Residence - 5,Thunderbird Residence ,6335,,Thunderbird,Crescent,0,,0,Vancouver,Municipality,V6T 2G9,BC,Current,1,1,VBL10079,CampusBuilding,Rooftop,Building,VBL10079,0,,0,,1,0,Academic,,,,RACHELW,20200618184803,VAD10601,"6335 Thunderbird Crescent, Building 5",-123.246386,49.26018
VAD11091,Building,,5,,Marine Drive Residence - 5,Marine Drive Residence,2205,,Lower,Mall,0,,0,Vancouver,Municipality,V6T 1Z4,BC,Current,1,1,VBL10089,CampusBuilding,FrontDoor,Building,VBL10089,0,,0,,1,624,Academic,,,,RACHELW,20200618184803,VAD10605,"2205 Lower Mall, Building 5",-123.254741,49.261105
VAD11097,Building,,3,,Marine Drive Residence - 3 Commonsblock,Marine Drive Residence,2205,,Lower,Mall,0,,0,Vancouver,Municipality,V6T 1Z4,BC,Current,1,1,VBL10088,CampusBuilding,Rooftop,Building,VBL10088,0,,0,,0,624,Academic,,,,RACHELW,20200618184803,VAD10605,"2205 Lower Mall, Building 3",-123.256862,49.261417
VAD11098,Sub-Building,,1,,Ponderosa Commons East - Audain Art Centre,Ponderosa Commons East -- Ponderosa Commons,6398,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 1Z4,BC,Current,1,0,VBL10311,IndoorArea,Rooftop,IndoorArea,PNCE01,0,,0,,,0,Academic,,,,RACHELW,20200618184803,VAD10165,"6398 University Boulevard, Unit 1",-123.254497,49.263902
VAD11099,House,,1,,Ponderosa Commons North - Oak House,Ponderosa Commons North -- Ponderosa Commons,6445,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 1Z2,BC,Current,1,0,VBL10312,IndoorArea,Rooftop,IndoorArea,PNCN06,0,,0,,0,200,Academic,,,,RACHELW,20200618184803,VAD10169,"6445 University Boulevard, Unit 1",-123.256,49.263951
VAD11108,Building,,2,,UBC Botanical Garden Nursery - Greenhouses,UBC Botanical Garden Nursery,3929,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,1,VBL10196,CampusBuilding,FrontDoor,Building,VBL10196,0,,0,,0,,Academic,,,,RACHELW,20200618184803,,"3929 Wesbrook Mall, Building 2",-123.234929,49.249492
